web-scraper-order,link-href,claim,label
1642741037-359,https://www.rappler.com/world/asia-pacific/thailand-seeks-sinovac-shots-for-mix-and-match-vaccine-strategy/,"Thailand seeks 12 million Sinovac shots for mixandmatch vaccine strategy. 'A first shot of Sinovac followed by AstraZeneca significantly boosts immunity,' says a senior health official at Thailand's Department of Disease Control",1
1642735211-86,https://www.rappler.com/newsbreak/fact-check/canada-strategic-planning-committee-covid-19-roadmap/,"Canadas Strategic Planning committee is making plans for stricter lockdowns, total debt forgiveness with the International Monetary Fund, and vaccinations against COVID21.",0
,,Says the CDCs new tracking policy is covering up cases of breakthrough COVID19 infections among vaccinated people.,0
,,CDC officials admit more hospitalizations of young people from vaccine than from the actual COVID virus.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,No vaccine provides 100% protection from COVID19. It typically takes a few weeks for the body to build immunity after vaccination. That means it is possible a person could be infected with the virus that causes COVID19 just before or just after vaccination and still get sick because the vaccine has not had enough time to provide protection.,1
,,"Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID19, the disease caused by the novel coronavirus. The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.",0
,,"Says Donald Trump tweeted, Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Cant make vaccines when being bombed, not have been possible without peace I created in Israel!",0
,https://twitter.com/the_hindu/status/1238431676629315586,"Just in India is the 5th country globally to isolate the COVID19 virus strain. The isolation by ICMR's National Institute of Virology will help in future development of drugs, vaccines and rapid diagnostic kits, BShajan reports. #CoronavirusPandemic",1
,https://twitter.com/IndiaToday/status/1230174768365617152,Serum Institute of India recently announced that vaccine candidate COVID19 is expected to progress to human trials phase within 6 monthsPkhelkar  httpswww.indiatoday.inindiastoryindiancompanyseruminstituteindiapune1stdevelopnovelcoronavirusvaccine164812820200219,1
,,"CDC and the American Academy of Pediatrics recommend that even during #COVID19, children continue to see their doctor for checkups and routinely recommended vaccinations httpsbit.ly381JKHu. #VaccinesWork #CDC",1
,,"The Gates Foundation tested a polio vax in India between 2000  2017 and paralysed 496,000 children.",0
,,Autumn lockdown in Ukraine will be introduced only for unvaccinated.,0
,,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,0
,,The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.,0
,,New study The flu vaccine is 'significantly associated' with an increased risk of coronavirus,0
,,There has been a surge in cases of measles and diarrhea almost 50% of children are at risk of malnutrition a resurgence of polio is a major risk and 2.1 million doses of #COVID19 vaccine remain unused DrTedros #Afghanistan,1
,https://twitter.com/BBCNews/status/1254441559518478336,"Fake news has been circulating on social media that the first volunteer in the Oxford Covid19 vaccine trial has died, but here she is httpbbc.in2VV5XBk httpstwitter.comBBCFergusWalshstatus1254440535709962245",1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"Note that for Sinovac, in accordance with the Philippine Food and Drug Administration FDA and interim National Immunization Technical Advisory Group iNITAG recommendations, healthcare frontliners reserve the right to choose and may refuse vaccination without losing hisher slot in the priority list.",1
1643699926-959,https://www.snopes.com/fact-check/lachlan-leary-covid-vax-rumor/,"In January 2022, a 7yearold boy named Lachlan Leary died from a COVID19 vaccineinduced heart attack in New South Wales, Australia.",0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,The presence of antibodies can be documented using antibody tests but this is not a requirement postvaccination and is not recommended based on current evidence particularly for mRNA vaccines.,1
,,"A message accompanied by a photo of a poster from the Government delegation in Navarra, Spain, stating international vaccination center. According to the message that is circulating, these International Vaccination posters are beginning to be placed in government delegations, it will be the protocol of the new normal after the quarantine of the coronavirus. It also says that the virus was only an excuse to get us a mRNA genetic software vaccine synchronized to a digital identity.",0
,,"Coronavac, a Chinese vaccine against COVID19 being tested in Brazil, is made with aborted fetus cells",0
1643702456-1130,https://www.snopes.com/fact-check/dr-pepper-vaccine-mandates/,The Dr Pepper Corporation released a statement denouncing mandates for the COVID19 vaccine.,0
,,Stefano Montanari exposes the truth about coronavirus vaccination.,0
,,"The US uses the new coronavirus to put in place global control. They are going to inject nanochips during vaccination, to control the foreign economies affected by COVID19, and to govern those countries.",0
,,"Teachers, staff,  students should continue practicing #COVID19 precautions in schools for the rest of the 202021 school year, even if theyve been fully vaccinated against COVID19. Wear a mask, stay 6 ft from others,  wash hands often. More httpsbit.ly3yYyRmI.",1
,,Video of Muslim leader being accidentally shot dead during a celebratory firing after he recovered from COVID19 in Pakistan.,0
,,"A news article claims 30% of Ukrainian patients who participated in an American COVID19 vaccine trial died. The test took place in the area of Lugansk, an Ukrainian separatist region",0
1637040522-93,https://www.rappler.com/nation/duterte-vouches-russia-vaccine-dost-says-all-potential-covid-19-vaccines-equal-footing,"After Duterte vouches for Russia, DOST vows all COVID19 vaccines 'on equal footing'",1
1636390733-18,https://www.politifact.com/factchecks/2021/oct/05/instagram-posts/no-clear-evidence-covid-19-vaccines-have-caused-an/,New data shows that death is proportional to dose for COVID19.,0
,,A new CDC study finds that mRNA #COVID19 vaccines reduce your risk of infection by 91%. Everyone 12 years and older is now eligible for COVID19 vaccination. Get vaccinated as soon as you can. Learn more httpsbit.ly3gb6BEW.,1
,https://twitter.com/ReutersUK/status/1261343840587231234,"Keenlywatched COVID19 vaccine 'won't be expensive', developer says  httpsreut.rs2X2ZpBh pic.twitter.com0WXMYCJZfD",1
1642741822-444,https://www.rappler.com/world/asia-pacific/japan-finds-stainless-steel-particles-suspended-doses-moderna-vaccine/,"Japan finds stainless steel particles in suspended doses of Moderna vaccine. 'Stainless steel is routinely used in heart valves, joint replacements and metal sutures and staples... it is not expected that injection of the particles... would result in increased medical risk,' says a statement by Moderna",1
,,A photo of a dog vaccine against coronavirus is shared as proof that the virus existed 20 years ago.,0
,,Its important for everyone to use all the tools available to help stop this pandemic as we learn more about how #COVID19 vaccines work in realworld conditions. Continue to wear a mask and stay at least 6 feet away from others. Learn more bit.ly3bTltG3.,1
,https://www.poynter.org/?ifcn_misinformation=elisa-granato-32-year-old-the-first-woman-to-get-vaccine-for-covid-19-died," Elisa Granato 32yearold, the first woman to get vaccine for COVID19, died.",0
,,American coronavirus vaccine killed five Ukrainians.,0
1643703885-1206,https://www.snopes.com/fact-check/flight-removed-covid/,A video shows a passenger actually being removed from a flight after complaining that her seatmate wasn't vaccinated.,0
,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-vaccine-for-cows-shows-that-the-virus-behind-the-current-outbreak-is-not-new, A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J10," COVID19 vaccines are highly effective, but some people will still get ill from COVID19 after vaccination.",1
,,920 women lose their unborn babies after getting vaccinated.,0
,,Oklahoma police planning to set up roadblocks to enforce a mandatory COVID19 vaccination law and slap microchipped bracelets on people.,0
,,Facebook user asserted that U.S. President Donald Trump has announced a vaccine for COVID19.,0
,https://www.poynter.org/?ifcn_misinformation=coronavirus-vaccine-just-around-the-corner-numerous-danish-news-reports-stating-that-all-kinds-of-vaccines-are-just-about-ready, Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,0
,,Vaccines are in direct violation of The Nuremberg Code.,0
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,"Patients with cancer and who are currently, or will be undergoing active chemotherapy may be vaccinated any time before andor during chemotherapy sessions, if they have no other contraindications to the vaccine.",1
1642742184-478,https://www.rappler.com/nation/fda-report-breakthrough-infections-fully-vaccinated-vs-covid-19-september-2021/,"242 breakthrough infections recorded in 13.8M fully vaccinated  FDA. 'Saan ka pa tataya Kung wala tayong bakuna laban sa COVID19, mas marami pa ang puwedeng makakuha ng malalang sakit,' says Food and Drug Administration chief Eric Domingo",1
,,Bill Gates said that the COVID19 vaccine will permanently change your DNA.,0
,,"The coronavirus has already existed, even in domestic animals, and there is a vaccine to fight it.",0
,,The USA are counting on alternative medicine like chlorine dioxide or hydroxychloroquine instead of vaccines.,0
,,Those who have been vaccinated will not be able to donate blood again.,0
,,"The WHO approved a Chinese vaccine against COVID19 that costs US$10000 per dose it also forbade tests with an American vaccine, which would be given at very low cost.",0
,,Trump announced that Roche Medical Company will launch a vaccine to cure COVID19 in 3 hours.,0
,,"Vaccines, including the one for COVID19, include aborted fetal tissues.",0
,,"Doctored Screenshots Claim Chinas Coronavirus Deaths Over 24,000",0
1637040567-109,https://www.rappler.com/science/life-health/china-covid-19-vaccine-could-be-ready-public-november,China says COVID19 vaccine could be ready for public by November,1
